,Agent,Value,Consumption,i_a,m
445,S445,-7.2646621340686925,1.055463135237095,0.45,0.9
446,S446,-2.462023226838563,0.8752986627030996,0.45,0.9
447,S447,-0.3036913568957629,1.3487444791195313,0.45,0.9
448,S448,0.36174222804178413,1.2310648755718823,0.45,0.9
449,S449,-0.3587026094972651,1.2583366891382912,0.45,0.9
450,S450,1.311896416135176,3.117983920936485,0.45,0.9
451,S451,-1.7285906515804992,2.955758920793467,0.45,0.9
452,S452,1.5508790018220673,3.266613692238193,0.45,0.9
453,S453,0.14678581564666426,2.562959721077857,0.45,0.9
454,S454,10.333107046979512,2.537052390722852,0.45,0.9
455,S455,9.132727687196462,2.4023220122401914,0.45,0.9
456,S456,6.65685495500877,2.0762680362513217,0.45,0.9
457,S457,7.942600715950695,2.428993916964658,0.45,0.9
458,S458,-3.0214261190892,2.4839050597681047,0.45,0.9
459,S459,6.873106767680354,2.1655887030343592,0.45,0.9
